姓名,学号,证件号,学校,专业,性别,年龄,居住地,家庭规模,父母婚姻状况,母亲受教育水平,父亲受教育水平,母亲工作,父亲工作
Q6rQpph5N67GGdezkIIBg5t9wf9X4EYT/7M/uOIA5pE=,Dn6oMQFg9v6CjKhoPP4JM+z/SHwlN+PZ6rtY0r/nIVs=,1NcU4e5GjnDfKLuUm9JriywghVT8h2FINs/wKJCY82qJ7ZTbHn5tMTvZUtIZ+VlU,RUC,大数据治理,M,19,R,GT3,A,4,4,worker,accountant
98e7Nzyvs50YwDj4SlYPvmFb+rcSQezxKC0phx6MhsI=,wQzDZxOea7Og9RMGIopM+6+LoCje6gWN3XGG92J/hj8=,wQjCu017aqBLqtYoA1D5UKjxVVoiGV4tgnyl3NwFTCCxl4F6WV645carXjEq6/vK,RUC,大数据治理,M,22,R,GT3,A,2,1,self_employed,civil_servant
N7C/rG/eW3GEpFCP5WLhxURu6nmGMGUOAm8oRw8e404=,yOnx9/6Y3KZDzyevUlledauvDSxZeH3u9VirWFuN6gY=,zjrZmTcU600r7bP2UtehUYRWK1MeDbRvXRKmniQF1SiwrNXuzGpIYvWj2gG6Acqo,RUC,人工智能,F,20,R,LE3,T,2,4,at_home,engineer
mK2RcyNEkyOg7ffFRQI1imzbN9LbY/IxMs9EIIaBgsg=,4xaq1VRgEOhOwalLcT9xvohvPiJ1V6zDccs12JGIPUA=,TyPqUnm45jVqp4LRrT4TGIxDbS/TpyYOcqu8vSy7SVbOElwfkujaqif3Z4RDxO98,RUC,人工智能,F,20,U,GT3,A,3,1,doctor,at_home
KRnwYseKJnfKBZZQMG71VgFZby3X6LDm/aUuMoUuLTw=,5MBkSr52suBbv+CMlGPGM5/eT/1J8LRwbBPFLM4V2/k=,WvEnvY9TAd9Rqs5rYruN/lQE4X/GW4ew6zJf0asZjIpMLtHJCzgiab1NlTVZ+Qf2,RUC,大数据治理,M,21,U,LE3,T,0,1,at_home,at_home
pgEj7D4AZMr7ZZpHi8/3IYe9c5bIcz6ZtdylYOO51FE=,mxkie3ineHbsTGqDkc5JKT6KhkhBy4bIWCEsMEkGBgg=,3lvWfiRO95khAbascK9Apga3+m2CkTQ8AkMDkK6pR8bXyUMkjdzL7XAY+cdUUOsi,RUC,人工智能,F,21,U,GT3,A,3,1,self_employed,engineer
Ee3vQT0o8P9FzVe9cwGF0bx3ILL9x3Vk80eFBmH8DzQ=,DR+oVGU/q/qndkYcVWedYj3g5pTRlyq0Yd9GiOiyLTo=,kS6nzD7YC9H4Fiu6ZECpOwqrO4S3a6S8N07Pvbfn7TLk/3e/Y41TAG3x3DtX61Xy,RUC,应用数学,F,22,U,GT3,A,3,2,worker,at_home
JfO8orhw+NT8EtVgY2m9/no5/mhfR6SJpMHCHc5Ex4g=,8mcVbacC6Sna1gy2MPEpEdRUEtxiWUiwDSFAAKwAdXw=,6q4Uo9UkHlAgNG4G0CnQTOGBKHQ3b3eHHERwTQ3+XzF7QXUEVpd1+hkBWaYHAZri,RUC,人工智能,F,21,R,LE3,T,0,2,worker,accountant
XzcXX786i6fZ9wDm2N6JSV7WzcV+bimtqFBUk81Izs4=,CNpWhAYBdTesvbJHUaDWIUAs49kxbbQWpmEQw0ZJmU4=,B/wlfRpzSgxQJaoiegJ8nlEPxUbxmQRaoIqJK7RGwOv5iHKkWdp1WlVu2mBQTpoA,RUC,应用数学,F,20,R,LE3,T,4,1,doctor,businessman
RckRD6lHel4aONvjp4ngCfDmnlTQeC/hPms5611xd8w=,Q4jyP2iT6DfxI3I6yjPUazkMBnBfEeuwfkDzabMnbqQ=,Kxpddttp5sFwGtHB6ORLlDeDQF9xfKa89/OK5ZNRSL0MRXhc/9fs4SR82SKiGJN2,RUC,人工智能,F,22,U,GT3,T,1,1,accountant,self_employed
w6UOH2BLvtCyJymBhTSfutTmEK4E0cdcIuMTh7fNqng=,thOLfYRHEo5SAxsLSlbfEoO+P+yrTRIvEmjW9JAlkcM=,hOrq6OVdVCcU5JHuQSROasgHRNnvFIkfiAtVM8OIJkUK0gKimUHWiXUbwL4V82Vu,RUC,人工智能,M,21,U,GT3,T,1,3,worker,accountant
U2OPUml86zkUGh6t/X36opuf9xL+D3VcLdDn0Rt0+ho=,ayEXe5AkjGOyCW0EDM0sJE12i9uE1d9MciVtvqL8G5g=,KQDIrCTPop+2kwd9SBvZDu+R8zYw8l6t3sqaT4tRCQ/xF8Mz/WCe7nuYfGNdM7eF,RUC,计算机科学与技术,M,22,U,GT3,T,4,1,teacher,accountant
328XdK9W/Ae9LbmRkPXp+rtdTxd+/Gs2XFoKN3sEz58=,B0jFP0imi1iJzDeB1c74u5iGkiiVxFFZWjzT3n7l1bo=,YZ5kjG3qO6vmK6M9vqaMNAM9xmn2Id+CxpVK+nKED+NehaQBcuOwHkSokIFg8GF8,RUC,应用数学,M,21,U,LE3,T,3,2,civil_servant,doctor
GPSx0opmInj1zs1H05KaigP4F+BYdIsaJF7Y1zHbn5w=,NtmgecMZb72EHk6aWlhiUjTOeoQ5y2RcTQ8IKJvNDpc=,cJRGQYo5LZ/XrdGLtwUQVsIevmK8bNMxpomUDLHFn/x2cu6R3EXUboDUYa8X0Lfi,RUC,计算机科学与技术,M,21,U,LE3,A,3,2,at_home,businessman
exPGyRlHV6Jzbv0RTjLV1weSKXNO0rCeU0jddZPAqQ4=,DgQGhPxytZFWaND31GSVgYc/qXi5CcJKZ4+sx4M12HI=,Lwd9vdGHwdJz46Q2dej2Fti20Sr866JYZFYI/RRN031XrMxpNhLJfvjHWDI7wnNX,RUC,应用数学,F,21,U,LE3,T,2,2,accountant,doctor
IOhYwz7EXD/fVeGwO1cuRQlgHF21Ksg6r6uQyqeFWIs=,SvW5Hfp3TY4QX9fJzJpbRWd0030f/FOtkoLrRRnLKxA=,pE8XYLD+gKTB9Fn8LcCVylzpHYsyawYYp6k4yS323eHHdcpp6/ftGqeT5rlbcP7d,RUC,计算机科学与技术,F,20,R,GT3,T,3,1,civil_servant,lawyer
hvjTpoyyqpiTxwz/ukEFrCLkksS0K4WBZkw9mObgqs4=,WUUtDVkKIEi+l0ju7X6mCxS8hhkgGFPzCVtcRKGwiDA=,XBJI37cATKjKiNiATxk7AFDBuLepgyrNytQ9+WxT0ySWPliUKUa1UQNBVwXYnT03,RUC,大数据治理,M,19,U,LE3,A,1,2,doctor,businessman
TWwY1Xnm2IixCqontRdBBKAKYRHbm+fE8Tzgg1VIiLU=,t/NRqmyqyNY9Vdb+RRlr2GERd0vSuX4bdHbWN5iFe2I=,bHFMLSHmEgJCeKKXK48VO3MlRroxMwmIQ081SNd6+gslaIHDCCUZYymhYdnv8ygW,RUC,人工智能,F,22,R,GT3,A,4,3,self_employed,self_employed
R1gPvVaBnJGFdLZqzmxXhrq01x63wy9Jn7Y8oiBy8WE=,TfiNlYyOopvKI62uJBsW7qa5mQS2OhsCrcko7KQVITM=,KaCnDomEJvQ6ZmQoDXCZjDQKdZYJHcOtFlgZtx0bgE+kvN/dR0o3ljaMMwnQSSS7,RUC,应用数学,M,22,R,LE3,T,2,4,worker,worker
wnkv3TGMFsgdIQuf8sYdlQf17xcke4hmUJhNULeqtjg=,CvxlWCLwi4ZP4B+mD7lMdikENtTC4ZbkvFpTUCF6umQ=,W7Q++gIutLj/EDC4ysclcMwevN+ExN5jWiLje5dGHeWWKfKA1lmLWUEMN6Fns33v,RUC,应用数学,F,21,U,GT3,T,4,4,at_home,teacher
ekp/UL224VWmPh9pQgw4zo+t5Ub7q2YrgpHauakAYoc=,3xaFLdc0Enk1CIFT6ldMhPE02CXLCLMqTLieGByBWeI=,qlL3GATXK0sE6dAF1r4clsyG6D7jdp/cr9Xp8TOtg5L6lCzh6Kq9AtC/EWqRH5P5,RUC,计算机科学与技术,F,20,U,LE3,A,0,4,businessman,teacher
4wTmVNBUuiFMZntz+eSS6eSX/ATh0LhYpB5Cp2fnrS0=,oLxOWd0cJFQoteC30Mz/GPkik+J9GlvXA13Xjyj4lDo=,Xbt1tgLlDh48bL6Vr+pqqoZDvpKPFmXv3sQu/FLRrRWMoBo1aeIFg4mhZT9WTqAF,RUC,人工智能,M,21,U,LE3,T,1,2,at_home,doctor
HQikqqWCYL36n+EYwKrioGnkrPlMkHsa7gV4KIDNUd0=,Wo/lUgE3OWKgQGYUN2jOYTA7YlMG/nq9YTcXqrPSOdI=,+ALobQkm9fZlyY2F6rZKkcGBUjDYrd/6PFjB0mLGnLUSppp67DgYraN+htBLslYv,RUC,人工智能,M,20,U,GT3,A,0,0,engineer,engineer
Wt8j3ULouoV1xCvtaXf/BuyBOZinMIdR6fXVBuAY4Zw=,Qy23UDvHul3n+CO2IElEG2F+Qdlto3yc+D8oij9XvcI=,nec0bHe8Mb5plTKf1jCF2FT1p+1EfRZY0FY779WKZm0oSS9WLLliAcXqz1dymoOL,RUC,人工智能,M,19,U,LE3,A,4,4,teacher,doctor
R0Ok5yABJGiWQkfl1ZTgoR2jWZ34r8sq1fYxrG7yODU=,swtjwhs3GmZyWqN4SBsaiRZVQmkYD5zQAADV10nUr+Y=,SOybN2iv8++SAAOlg0PVhZe4PR/IvkHoTulymNYJtWZDFrKZ87emQTOwk8lReVes,RUC,大数据治理,M,22,R,LE3,T,0,4,engineer,businessman
xI1gbzsvH36Q+/dZ11XnxGjH2hQoOHlhsXfP4A1oVLk=,hC/QQe3B9tgYOsaZnN7TLviHjclmkaYGpA0+ypNqs9Y=,DnE/OqLbz8VFfOPqt0c+DONWU+Wi0yyktgzjSZqTlKKI1cw6PsgQbe1vMjGXYo6v,RUC,应用数学,F,20,R,GT3,A,1,1,manager,self_employed
ZiMgypjFY/tbZLy1+Y78lwIbOvttqJom1NYv252EDXQ=,uBgL72UJcvUfS4pYGWQAZT/bONTn7bpXvUruQRQsjIQ=,Bd1yZOv3u56GZo7dOGGP8voNGctytCZgBnP6oidJYTmJ2iQtnsp1jPiMTwCMMa26,RUC,大数据治理,M,21,U,GT3,A,4,3,teacher,manager
KGR9S1XAHO9jT8ujR6pdaLmlN33nyI98WQrM8lDIpyM=,UyR8Jcw781AwKzdFWa+d2LLUsr8q+AyyZHopXPCzOXs=,/ufhFJbwCZwNEOpdBfFAo/bsSXxVDCfIsVxcYBqUDbLAASWnUd7yjS9fLbLpsNBV,RUC,人工智能,F,22,U,LE3,T,0,2,self_employed,lawyer
YQwCacuH8zzbLE5g5rHi0FW0Vz55sPj9K6347DwC0ys=,EE26l7jxzWS5UJhnIi6E5Tr1s3/bLoHa2k7fAdk5TRU=,V1YWlmDEyx+zw7LTRreytWgMw7NlJ2FCAAq6KRmGp3CZt5KFlpiS69My3Mpp+6cg,RUC,应用数学,F,21,R,LE3,A,1,1,self_employed,teacher
MzYrCnX5IlpE4gMcgFYaaV34YVBE3rr9ks4ekRfB/yE=,QuxI1etecW5IvlPQKfSIzVtlKRLE3Jxc/IrMOEjgGjA=,nZz9ElFTpmIY+t4GZICpXhFDND2NiP0AwCvLOSo+eMiPK0Pve4KSjG1+cgYk0dus,RUC,应用数学,M,21,R,GT3,T,0,3,teacher,manager
K/mWQw/k3Y64WX0nPW730Y6rImpl+EMbI/3avmVyH0Q=,o1HFQ53IHlXwsL/Ne2Gr57cG5eRWwnxaRl5J2XZijDc=,T871QUdRuvzFPQqZJnHTHEfaC4QAMz7DSV7/1KPcwbsQURyC2gRNwmX3NMzCRzjH,RUC,计算机科学与技术,F,20,R,LE3,A,0,1,civil_servant,accountant
eofx+VueyyHUfS5yKNrwUoabFsjIinbUKPa5gV20L1g=,XMgu6bF4UHtI0vW/zgaS8dcdzRrOsm5RlS7NyZ59XIE=,XXelAvJvjvXzH7YzDVMLSfxAoV0tiuztkBjAaRfpFussXE1cgxBXqXcX9G03G9Jk,RUC,应用数学,F,19,U,LE3,T,3,1,self_employed,businessman
1aA18DZ4ThjZeS0TpGnB+YHEi9xWdnxPLyXSAz2FANw=,59c5c9K0zBf00dEeGRKKKeQzgfeH1Hd0K3xakWTSMXA=,pkWg7sCnNK7Dz0EB0FfORJzEYCsuqq4oKYcCqDYjDnMu52dagg9le/NkFIHx5Kw+,RUC,大数据治理,F,22,U,GT3,T,4,4,at_home,doctor
p3RN+M/OU1sjsYgH92dBYCqwSUwfl+uRIIpL+nrJioQ=,p/C2Ew7Mp2kAII1C4Amnu2VV24F7koVucMcVHTg6MnA=,o1gbLmi2WtG03DcQl6hd43QERsbEUGJzZulZvFckBS4bAMAW4RKEiu4HZZAhluYA,RUC,大数据治理,M,20,R,GT3,A,3,0,manager,businessman
irGeHVv1hJbaf2q06DRAQamH9EjiV/dzDEdp72B09gA=,5S/3PDkY2EZEs+jxJ3qIhgwStUeH1K+zlBJfGWECIWA=,/CeTb4kqugH3U4wv+bnXx42HWz2fIWuENx28tzG9fCoyEjgYaihtfBRqCxB19Z/n,RUC,人工智能,M,21,U,LE3,T,1,2,worker,self_employed
7Xfo1qY7Dd7uHZBAm2OykgpcKA8oi1gKYDKJgWbvQ1g=,d+x4ybya13+AvkLMCeaSb72TIY1kRe2B0sKm3frlux8=,h2RvjqyPl1z5+SG/cn/WUMcSB5WbwDJUYg29+FoUlpalcoMHCB4fmDzGkIeeJ1zI,RUC,计算机科学与技术,F,21,R,GT3,T,1,2,accountant,at_home
u7Eq7NdbUFUqwBIwUXSgyylryNl8nzp/v7ZAj6kJJPM=,uGVBnP6M5JruLR9rLrtMbLEaThtBK98JN6AnYuj4mI8=,AD0AAVg+teVGrWz/LFoRPpksc2iEU2Ji8t3W7G0+OonE7Dtm6zBahLl4B1v8f9Tv,RUC,人工智能,F,20,U,LE3,A,1,3,self_employed,teacher
tDIQYTMk5VmlOf7ke7bWUDz7gFAgMn03Uiakj96NvAs=,cMhwBCjMqdMduMtFbUZpyUztHTUSgEQLucGT1ly3xKE=,GSYjxvsKCaeZO9hFs+7y/xgOEptdgf3pbS/jmRMqWO8S7Id8eBo8UCwB7A5ymM+l,RUC,大数据治理,M,21,R,LE3,A,3,1,lawyer,worker
kA8/e188Su187THzjwsx7AovCmLQXHgQSjkRpOKwMuc=,NrzZVC095utDVjwlQ+0agAsePhIWUimZ822bccjiBfU=,f9+LA+0lKDV+S4jwC/7v3ZISDPcOF3RqBw0fvakCfaStKxGT0rXke2uwC0Xyt2Gw,RUC,大数据治理,F,21,U,LE3,T,0,3,civil_servant,civil_servant
kDpLA9CN9bdMUpBnoCA33pM+tDykzXtSvTY1jhSuFsc=,P6yryljWW59mx/1VGVOqdwXRSzN37BlCjQNl2uAUS8g=,jCWCvgYtW3s3nh2T1vnSgM+mnVxl2Ge2Evle5S/kks4PUxgwYOnltg6f+jfaVwgQ,RUC,大数据治理,M,19,R,GT3,A,3,1,self_employed,worker
JoWxxsfGILH71Xp8GUJiSpU5ANnduP8mjpP0P2vJc50=,obC5Es7E9O5p3CQlpD+fTvDWI9+rD0DBdHNvXZSdVjI=,B/oHQzW3sg+T6noLo57DQ4ua0lXY3erWGDyz4xsOccq5a1sc/pMt6ta6RoHM/yhD,RUC,应用数学,F,22,U,LE3,T,3,3,businessman,businessman
ovllVy8KPTKs/FydhMUqDgTvUBjkpXhrjS4EGIh+wos=,BTsce5Qwm6fThRUwAVVgil3By8Q49d3xsvY7ILkgXwA=,AJma4iXX15gYW2UNFOums4TNnOpHNFFd9hTcqV4QCS0OCp3NZM9caiaxX5S6asHi,RUC,人工智能,F,19,U,LE3,A,1,4,engineer,doctor
J8TMJio03iN1xVnLQzXjWh7m/og8SumdvQ36ajoQriQ=,zc33qJm/xQwSWBEJtZ2/PAKxM4YuI9Cb8vUXt3kw2uE=,9NJWHW0ctRdwufQNBdbC7XvPOHaqP5eEu7H0hfFjCwTU6M41gbrxV0ZPtvnCLQA7,RUC,大数据治理,F,20,U,GT3,T,1,2,businessman,civil_servant
f1aOCs7PV3yYg0YssuQR2uMsRSeEPdqlb4RK6AMHcfI=,Uoj0Q88MsZ6/6I+/gaRdOplkPwabPzsyFjkxNTJtO20=,v4bQO1B3+2ULnq9dbGFcYfvLdNc1MULCdeC7gjdRtilpHYLWc//7dxMXesNAYkBs,RUC,应用数学,F,20,U,LE3,A,2,4,civil_servant,engineer
V41TYrvUSE7yCQiTJ2j69ze+qp+j5wFGyh0VPnNkDBg=,Db12QSMhdtOrJbjrryowtVJbxJPp7RyglaIeOzPDLj8=,+FjfY3QXK04E3UDeeqGWjk1gVlJPZsu9nS4tDYMysNrKNn0t4ID8KAunTVrnrrE4,RUC,大数据治理,M,20,R,LE3,A,1,0,lawyer,civil_servant
0HVhM5GwX+zN6EJLiXJ4FlBm3lxGLPHbWFBs6+pXdv4=,iDL1P9OZAkz9LlWynWFL8W5kSva/scXkplqx13R/tic=,wA9QOH+iQ7sBMtL2jnuldjHkRZKT8yEK/GkEQjwhl1isljQyNPqdgJZwe7HqcDs7,RUC,人工智能,M,20,U,GT3,A,1,3,manager,worker
O0DhlCYjEf0h4ByAywrf8T2Gao29BXj2SHm48FAw8Gg=,mv/HFhHEVg9TaE65msnzM96BPllnn3q+V1J0QhWWAN0=,AE59Um38iSjOuhBEaYFx1xtrd8J87Au/g/oWCDCLxQ5GMhPw1FsFtMCQwyEK+eBx,RUC,计算机科学与技术,F,21,U,LE3,A,4,3,teacher,doctor
FtcRyDeQVuOMfYjAQHjq5sOyxFhnnRtMDSlMFK5rkbQ=,xK7pA+SYCyTNSsIp+X/3++X24spE8QLx6OD5EHXrtG8=,DyfS6G+dmcUrAGIxPc7dgK031jxlu11YNsG2p66lkMN2xC9LcPPnS/XxX9NxSqWi,RUC,计算机科学与技术,M,19,R,GT3,T,4,1,lawyer,civil_servant
RxPwHP7et/L0U1Kh0h7Zyvs3CKgNV3Den/BHwfWwz/g=,ZkSkbEGu4qp5EpqWmzNk79EyK0ZO1Wx0rwE1Qnme9V8=,945BtUvdDXSuhOKYTPf84b1NxpolPhE8N4kwwhBEi6emQMTL2+bQCzwvj8tfJuFd,RUC,人工智能,M,19,U,LE3,A,0,2,worker,engineer
ZtCqHjHTw4K+4lnoRIu3CBQfhjgyVKLxHLXKGC4/snk=,VMzLwEeJiyd9khMb8IBZrxclsmTEs0eNC6VVZB09aAQ=,W7AD1//7dW3+P4OzhTXvc+FlxCqv3bFWH8Pz6sQqTPTHTFuAwVAB1OItWLxlmCl+,RUC,人工智能,M,22,R,LE3,A,2,2,businessman,teacher
dv2Jn5ffHcYSdc3BwRd0EoJI8A6nVVwOhXFsTyb6JZ0=,yxHkrY+pEO2P3U3gxLEOc35tx0eMci+rAcre+nTulmc=,qAg9OJIAFGZG/ayHsRymctvWEeGPZsyQUljS3Vn0jJ/WWw5q3UwnkIM24Hq8RgF5,RUC,应用数学,M,19,R,LE3,T,3,2,businessman,self_employed
IGb2udkxSJebTlJpuwmaKASF7UznPFv8T/czxpAG9kQ=,P6881tD1vfqPHwj4yL/cwIQl04ER8IhSp/0vprFT3g8=,N6p3bnKdXxnx39NYp+X2w4C0OKfzpwbkkx2/4zCOPGhNEEtBVYxH4P47ELnOKi9w,RUC,应用数学,F,22,R,LE3,A,0,4,accountant,businessman
L1REsOwGku6kRsQou78saf8wR1CIkA9/f9Grw3sKlEk=,GbKn732sIGotGr4Ql81LIx73q0tnGE3am/8EmTZf4Bo=,wYfeK/Y9LQikzxnKcft2yai7oYPZa7c5KVCkC1rb+NfDz15ND7Hv8kexUVfh60+2,RUC,大数据治理,F,20,R,GT3,A,4,1,worker,engineer
sdpoV1tbZf3ppyTg4CkrT1TOQXQksoF7UKOska1/JFA=,z73hpgAilpwKWLAh+TJnsy9nfptIevFwI1TzlNfagJY=,zgXLCfVeX25vLLIgrngH30Zgj6KHyLXGsHD6sRx670TK8+nNKc8fk//ud6SrSSKO,RUC,应用数学,F,19,R,LE3,A,4,0,at_home,accountant
dJyw/UnEdSYOWUQ4W3fHyLRDbci/h9krZEvXinjWxLY=,ScNyd0oK9/TTBaYQ6ZJIh0xre0T8+geD8sEZKHUg2Yk=,9Plh3kagMuKXzgO8S4vAnuESCpsVJyqGsnDwcBnbXUMLn5vuSBpG0Ua6Rvk6DMwR,RUC,大数据治理,M,20,R,GT3,A,4,2,manager,teacher
2vFiNynlgSihjAoTKna78FSuNp6SxTVIRNuQnPnnV1M=,+d2TfdKUdqorEyFEnil1YMCxqptNbmSHbl/PSWsn3wU=,nut+fpRgNRWPlHryl30Wnmd+skcIw6A8PX/f89T8L3mAnNUV6oS/otB7eEzb+V50,RUC,大数据治理,F,20,R,GT3,A,4,0,accountant,civil_servant
2/oY/zo/ItlXIYfTonD3Vw2c4ToTlNP2fMRCpmS1NL8=,tyceyjM6fFHQA2AGXmNHvuqyC/DFXkT/YXIMgFcTgmI=,XhZXQg+gKIeJvmfEDCRtbUg1M3ItyLXjHZBCRzg8Knkh/o4uVGN+XBEb5NsqeUvf,RUC,应用数学,M,20,U,LE3,T,2,2,at_home,engineer
3y6M3WsygkkSB3Vs4vHqVuEIDMowiSNGTy4NvmRlQok=,i4+rvawmcP2s9QvvfbY6XUcnNet27fXq60gmJWvEq8o=,F39GvL8YBf4LXYKvxgXAQwxJImsyRvp6aA6h5zWVeDeqnSvXHYyvtpRTXfdIj2yE,RUC,应用数学,F,20,R,GT3,A,2,1,at_home,self_employed
