姓名,学号,原因,往返时间,一周学习天数,课外活动,深造,有恋爱关系,家庭融洽程度,一周空闲时间,一周外出时间,工作日酒精摄入,周末酒精摄入,健康程度
kLH+xDR6nXHLUKESZC0erUctbCoYmIP0/088vo64V0Y=,UxmQ05WMeDqqfgLgotqAc/6MMGHp7CQe7b34NqITGCo=,home,1,1,no,yes,no,4,2,2,1,2,5
kHBymyyy+YWFfLXkMZ0ztMnlfckKVBiWOpfqlpc9n20=,OugXHxAo0xS10ToUq9Ft3C0u9UKcg6On2zANhykQB0Y=,other,1,1,no,yes,no,2,2,4,2,4,1
+IxZlVvP9W/HZGb/bs+/zPSrQTX6E7rgvv5Pfr2K8BY=,I/gBXaOZzmY5h2Y6siTgRgui2T4fY+3qA7LB5ixdVaw=,home,1,2,yes,yes,no,5,3,3,1,1,5
IQD+KPPGTc/IgEx6APuBfUBjhkxWPkvqtdNTzVwtzBY=,dFPIPAxIHjFd2y/0wtdY4OghcC/cmNgJFo7wuxTup64=,home,1,2,yes,yes,yes,4,4,5,5,5,5
MjqcidAyKCnJ3ts7f1p+5Dt0g170Z+1utzDwtUcKTwk=,STrByrOhg1ljxJESKEbiadIwUKrRgfjSQRZ4tWDnwiI=,home,1,2,no,yes,no,5,4,2,3,4,5
3Ml4EkzLeKr4jFpzm9v0hTR5XWAOLaZyvMOiuGx7UBg=,misq3fsL5Zqw9M2qFKzK9zhkHqjWS9hmVI0jrmsTymE=,reputation,2,2,yes,yes,no,4,3,1,1,1,5
kkDDW1f7sRFMnIOYp8oc1kEvFZaBECF4h5M6hI+VXTE=,y80Q5dS4LLkOW+jXGz/0sUV4dfKG5vPm65Q89xiJqUE=,course,1,2,yes,yes,yes,4,5,2,1,1,5
hh1ufMEzpIj4VcGJNHYHao8lWK2JJQkunbsuAwQWvis=,Uwi1oNGNEHv6Y9ClwMtu+CjtofmwB2H/KI2cxfbSknY=,course,1,2,yes,yes,no,5,3,2,1,1,2
JeqYsMLK2Elvv7vmZvwWFqKQ6kB39oXFAffemMr/HL8=,37wRPOVhsHiGJeHaLXFfALHiQIbql99HZv5CBZkuYIw=,home,1,1,no,yes,no,5,4,3,1,1,5
VXHGbz6AK7zhJfZ4h55dEShLJjnYQwSf9db+veUcT0c=,T4SXpz/65zm+zDU7FBm9MAF6X/y0r1p58+N+ydI3MRg=,other,2,1,yes,yes,no,3,5,1,1,1,5
OrwC2LBEzDziYW4pZi4vp+xYFT/kNkt8M0wnLA4XLFQ=,KALikaDOeNKFO3KfP3MpE4soixfWnPPVIxNoy5Tbpp8=,home,1,3,yes,yes,no,5,4,3,1,1,4
sL1+rAzODu8N/KOgX2toClCZHHgpXsC1v9vdO8lvUh0=,DzQnAR1TBZVUOoeUa7VyK1uLY42QHNLC/Asn4zjSVFk=,reputation,2,3,yes,yes,yes,2,4,3,1,1,5
qCBmEqtXXkYjyW7un5DKWE7za6SlSBO4ymBd2k9uvi4=,TovZI+pZ58kTSOZlAQQa/WoyRyztOMYdJldfRJwxVxc=,course,1,3,yes,yes,no,4,3,2,1,1,5
QuLfhYYHjADRNnNavcJUhSjnDFtJrD6ke+ayvoMvh/0=,2rKVhV8fBhkr6grYlwh3lwYACfQrVaKdDqzUZhMdSqg=,reputation,1,1,yes,yes,no,4,3,1,1,1,2
XrIRci3EmiVeJD64gULsGucUT/GryqDY7gqXNS7VBoQ=,A9obmdruB3wZfi0KWzNFvFBnG0o9kK+VvX2RovrIg/g=,home,2,2,yes,yes,yes,3,3,3,1,2,3
o6C47ixmY2h1k6/4lo+pRpWWYKjLexVaZxKRGi3mr7E=,Ca/7a4Qi2ox+9IswEdANMSc/N8rY8GdHo432jqhE71I=,home,1,1,no,yes,yes,5,4,3,2,4,5
lHOSOqdfbcPLwihhuiQ7eck+I2xKTFemmNU/g+RJT5g=,SHBR7AyV9QV2M0huEBrhsjbcW/jmTe0DBPFxr8GYk3g=,course,1,2,yes,yes,no,4,3,3,1,1,5
NDbcEyYYBpmJ0uSaXPeQ2SfswSvVWWo1LHkw1845IR0=,nRkkxqGnS4d21RxZRzJOoaalAP8Ju0waHvidhoE3+ow=,course,1,1,no,yes,no,5,4,1,1,1,1
7cDA3Qo2+2Jyn5jQby4qECaDNzo+NwJFOV46idZZzGM=,OOXS9Fs1N+7V4IXPUhkz5ggbRL60TRgonhmAahFiPKc=,course,2,2,yes,yes,no,4,3,3,2,2,5
HZpc/CAiR4UgAExT3wbCFwZ8fqDPjmGWbM39zrvMc9U=,Vfepex3x/xdU5rn8BG+pnKIe/vI6SfyDIofAqAGMWfc=,course,1,2,yes,yes,yes,5,2,2,1,1,5
z6BeSf2aHbh4QGthmkgxHopXf0DIlJa+Y1AynI4Wp1E=,WdUdeDCeuuh7WHhOcDxJ4PnG5YATOo/BN8QWnzwo0gY=,home,1,2,no,yes,no,2,3,5,1,4,3
Gi6JegNCt9vCc5C2T5MRZGPDnyMfRf2IJIoOqsxGZyQ=,QNKWVVrwQOgFB8jBhX3Q4mPw+Lvk1bqhHtrxZuQgt3s=,reputation,1,4,yes,yes,no,4,2,2,1,1,2
fdsaaYKMdFbHg1x4V66UVyFCVS80AjNWdjnqQcSza3k=,GhOKK/TJnPj1PIdq7RE52gGBBRVvMSq3ux1fDAMLmKA=,home,1,2,no,yes,no,4,3,3,2,2,5
o6Zld4IQ+OvDVLpSGZd0EM9SMaaK7qD/cJkpLnWxrOo=,bFm15iIpTAaiOP7lOs/aNp2MyN97hW7w5nqa5UuHmVE=,other,1,2,yes,yes,no,4,4,4,1,1,3
EYboFTasBViesr03HgCKNMxhRSFjsC00lgJljPfxww4=,VWnAADZVRjqSHewXr2v2CHhWmmHHa7JFq7hAmmI/ztc=,course,3,2,no,yes,no,4,3,3,2,3,4
Z8QryCQsBg39yIZ3TUbMEnc1dOCH6gKz2sg7zjveCoc=,MnMhNl7XnPU0Gwx0j9zUN2tdt9mObcuWsmZqcEmdyLU=,other,1,2,no,yes,no,4,3,3,1,1,5
+uZokljZKxJ/28nkzFPdv8xBeHV/MNWlJUAn2YSZ+qg=,Zndi5EwgySQtCqjKSymVJ7ERdvhIKV8uPw/Y4E+vtY0=,other,2,1,no,yes,no,5,5,5,3,4,5
0XINnzdXD+TeDNKAFoD+YYJCcQm2sktQ259V1FNJJ2U=,sfKzs/Tx79OiGumsqs5rCWGuxUQ85DzYOJIZQyeEN30=,course,1,1,no,yes,no,3,3,4,2,3,5
L0Uf24TEvZcP+3Bqc5BMKjm2aMlK6K1eJuGWu6VclXw=,LVDD4veWDQqCgwBZzuCnQnJwxiQINTGe8DwwZikXgCg=,other,1,1,no,yes,no,5,3,4,4,4,1
yjgCOi3NFekPBUJPkgwIsFiA8azIrXfIhul4/yuOBns=,EoJTG9ewGZqDivfRXBJR14dmxcs6alQGxQJHmlcb1Fc=,other,1,2,yes,yes,yes,5,3,4,1,1,2
1GFhHBs2Sskg+lZbAjdxmvDlVo45ry9pCmVYy1xNaws=,yVeiteoJKkUxp3TY/cz7NkzNAtrjx/Qje823gQ9llEE=,reputation,1,2,yes,yes,no,4,3,2,1,1,1
nLTSGtwE/snZSQ3jyiEPiez9gjlXn6Gup+YYjU1yKBM=,9zOeRu/o5gsIvCqwP4zi0PnkfRhVefi07ZVNWW2aJzU=,reputation,1,2,yes,yes,no,3,2,2,1,1,5
jr6LN7awKldZCkaGlu/enLYbKMVudbcjTpj5KOk+cAI=,ziZYXtbiHQEzLKO1m3EzD/T/0UkTdseIS0vLNIrdaW4=,home,1,2,yes,yes,no,4,3,2,1,1,5
5foPN2MJ1GgVVPiMFiTb7IDxK+5HNneqqBeT6wwMKQE=,jYzBw7QFSrGROSl5F7cmfD1saDg3LU+r8Vc4Jx0Lksc=,course,1,2,no,yes,no,4,2,3,1,1,5
62A4jHS9J+/ZNbspaanSgoS+p3v3qY6LJ3cA5LuoK2I=,SqwCeaUhhDvow+Rvgp9f4IwFM7X+6IUaKey8EQOhb0Q=,other,1,2,yes,yes,no,2,4,4,2,3,4
RHybDtQkmTrTinqDpu84bo8RqTXgE3i4ySuIpr43aEk=,Dx4/y1ETGmXXp1FhtqzK4B3dVUJZ8RLOJ76RuNhXiaU=,course,4,1,yes,yes,yes,5,5,5,5,5,5
UTLyRwgF8+DQq6ybglFdRsW3J9jnUX76Hn5z6BvzO8Y=,jmt7A1cczGEAgenIBieqmCKPz1uxZm3DGbTyoL77dXs=,reputation,1,2,yes,yes,no,4,4,3,1,1,1
7X1WT1PS9AA4kek3hZuINvZo/sD5skTlkcTz4J/X5Bo=,3ag6GIBhY+ITAknhXgmTKpQHcK75bbeKe7F9R8c7qNY=,home,1,3,yes,yes,no,3,4,4,2,4,4
hSirGCQw71uza4U9uPcl8KW9YqzzFxlWpS5mMhBd/mQ=,9NJGcarITe+uFO+5cKMnutrbU/ZxeAFqCdNi0hrGsYA=,reputation,1,2,yes,yes,yes,4,4,4,2,4,2
NWSkn+leGd42eQO0t4AbPOpBPI2MQWyR32MopV/RJ+k=,i0v2uzy73g+BOttc2QjTy76/926qE7RCs+isOmGLOcY=,course,3,2,yes,yes,no,5,4,3,1,2,1
8vbJTjBcajNmTZ+msZacnVOCf8PEko/+Rb9oGlTwa5A=,F+BOXfzwV8xUqETtlVGbT0+mRNfs+s+QoIMjs2RH4MM=,reputation,1,4,yes,yes,yes,1,3,3,5,5,3
uf3chk+Vq7KeONgOc+O/vgWnH7z5acF419RMt+HsuD8=,7uE8ltuNWT2yyE8b9qt4B7SqV1YyqtVQcoNoORtm2+w=,course,1,4,no,yes,no,4,3,3,1,2,5
7f3yR1QY2e7oXdVyoxH1jZNJJolWNPeBp9ypwFanTXY=,lc+rpqGR5BAWcN9gYrOjap49mxODPy4z1U1Z9vvFC6s=,reputation,2,2,no,yes,no,4,1,3,1,3,4
YSuogPhWmoBolkg8/eNaU1f0Q95qjZNzmRJUmDYEpg8=,OfjRfUeyh/2lFjoxXEr6GBmMOMe1E5/Zc1QJj9KIcZ4=,reputation,2,4,no,yes,no,4,4,2,2,3,3
XKBDSHSFK8n5SDybLB5Q/hquhTjyUDfJZKaNaOTcPFk=,1kq9m0ncaCsTG0PIy6/jNSkBz89d78sayA7RY3b3KvQ=,reputation,2,4,no,yes,no,4,3,2,1,1,5
tjCgFLXbVPCrKJWT3fKz5W5AgBEDrmZ62A5u9j/kJ/Q=,j0IQvnxswiRCGHuVL+fPMtM3mYypT0/3Nk8pI5lN08o=,course,1,4,no,yes,no,3,3,3,1,1,3
/hOtq9SF9ya6qqG2UkRR4MvwmWxO2ysTMVXjH20UvkM=,xpsz4kAauHWGJN2so/9TwxWUzGfuwg4tSHmrVR6sO/s=,reputation,1,2,no,yes,yes,3,3,4,2,4,5
4kPdIgcygOLRWEFxRomtE/Hy0P4WV7Yhi3lFcWBlP9M=,xcANS9rpPYu1J68KotglgitQW01ITHnJE/YFGZh2j6w=,reputation,1,1,yes,yes,no,5,3,2,2,2,5
ZlNBpFbhUtk99D+eq4+P2VqNwdesldszoy0eePqn7S0=,gpmLz2dizmhQPUSD8k8+64/fyg5o12kWUVCV9VyyHRE=,home,1,2,yes,yes,no,4,3,3,2,4,5
hG2XTYyyBgyJLCnApOIpBgokTFxiXeLCLhDB1PUf1aQ=,TXI6VJsAmm1GM+3aCI3ZdbEjYSGopEKI8oxFDywXOl8=,home,1,2,yes,yes,no,4,3,3,2,3,5
WCqIHZr/trJNsjDRNhkSr3Dsmr1TYp4X6ksSK465f5k=,hiDHuZ6s6KiGE3wHQLTWcliNjwotw66dtqvo9D/sqdg=,course,2,4,yes,yes,no,3,4,3,1,1,1
X8wRzo7l1fel3gvqqQrGabaeFYzAHDPQmgF048nl8U8=,V+Nz/Oo1zrLZeY3otrbrv5ewjvSL9tvaBQ3Micl4FKE=,reputation,1,4,no,yes,yes,5,2,3,1,3,3
F8DLoAbgyhQu47LkKF0nKsv+3Kbud5RLhHACe3XKof4=,yI9uyPjnU5YJqyUew47HLbZ2ucqASaMw1TLgF2dCmb0=,home,2,1,yes,no,no,4,5,1,1,1,3
s6NeRhnGBKoPuKvLiysmcKHB6T7MN59T5gK+Oticxuk=,Zt3bWeul7+mV/w4NFqZ48gE0XCHbVKAqwowVYl70SP8=,course,1,2,no,yes,no,2,4,3,1,2,3
lZ8b2HGNK0fuegKZ2LUejRECZdwSFxbFNrVgGOqRVLw=,7M9dwPCBosrCfl0WdotersZuULVKUplHu9lmHc48+Ik=,course,1,1,yes,yes,yes,3,2,2,1,3,3
adnA9sBoe0WmExt4WYeJs4QFYKU6zaAxDwgb8uKoO/8=,CqeEVLGWEO+XE5Px2ay/0v3iJ0gQk6tGJAvIo2YCyk4=,home,1,3,no,yes,no,5,3,2,1,2,5
YP1xMRZBsax4ZLEousvLUTFXKtTjsHg76dKQcmAjp2s=,3bslzgWw+sFxKRl141bAwWo1JQlibbQh2oERtBo2dUg=,reputation,1,2,no,yes,no,4,4,4,1,1,5
TnELtWPjTF/B5hKrGkWjMm7pzDWSrFzz+9Bq2zdfzB4=,UR6/45o6u+ZCNRtYmsgjaGLxUpAZJYtpoUsjL2sBdtk=,home,2,2,yes,yes,no,5,3,3,1,3,4
jd48hb7Wx51vVqoPU4r7CkkSJNHMEa0IwaghCamYqsg=,z91w1UpeFuMtImpVPy4M7f2A2ao8F3WzMSEu1VbLwJE=,home,1,2,yes,yes,no,4,3,2,2,3,4
RMxgzDNEyXI5uU1Nba056mNiWSTXysBipxe7dfcFaP0=,xBAq56H0vubsq43e3CN2QQyga5NikaMdoFWwOmqgjRo=,reputation,2,2,no,yes,yes,4,4,4,2,3,5
4FYcLJYTE9iw+DUrQHoddNvT2/hE6D25i/bkPKG73mM=,MTCbl8nE3p8qzTt6TvdfIbfD4pk/XV0ld4xtw2O334w=,course,1,2,no,yes,no,4,3,4,1,2,2
BJAPp6pKcEmeQBFBfY9xSMR80xfHoJhupuPTAiT9Ht8=,IwKCt728vn7Yl0TM6nc2xExRhQFeeaw2+8zvg9dIQio=,reputation,1,3,yes,yes,no,5,3,3,1,3,1
5OTLxFputQ+NvnyTwyqYHbTqpihTCnpCX/KrykW3Q9M=,fORXRA3BDrGsZh8kFzp4mZJQsyA8nNx3effCCnhvDWc=,reputation,2,2,yes,yes,no,4,4,2,1,1,3
9nG8eEg7snzEmROmkjsIrsBvz2x15bHAXRwkBnBrBNE=,Rzu33ozPKIstc5HSKaR1H2OURI5sJGPxPnfeyy4wm30=,reputation,1,2,no,yes,no,4,1,3,3,5,5
LbdkHr8fLcmg4yje+BSWrRng44+4RpJH+gC/LTOdxPM=,I5NZ+BhSYLBDP3zirdvCcPQXQVuW0A8yptSwZsxKuVU=,home,1,3,no,yes,yes,4,3,3,1,3,4
9i17fU1NqhPoXMYW+XvreDpdUvD8z+0QDisECeIlijg=,oWsdumXRYw+pemTDdHZZtowjb2lb00av7wlQ2d0AHnk=,reputation,1,1,yes,yes,no,4,5,5,1,3,1
Ex9RE/LDlYsNyL0liKml0Kgn+qECwigOUbDN9Um4ZAE=,E43q96yI1xqnHifKpFofxF/yJqfPPF6hEb4WwvLAyIg=,home,1,2,no,yes,no,3,3,3,2,3,2
Va+smOQ2arsKv35K8ehnLWODzYCz5aOEJco5/3fcgSA=,atyKO7zNG2MSK6q4GqDfo5bbiGUx4CBP/w2zkyqq4es=,home,2,2,yes,yes,no,5,3,3,1,1,1
akL83ZvE0G7E/BlS7xLaBjzzIY0ZIj7/NjX4H23obM4=,eBVajHTAygGq/Bg8jQE1ybclDpl4vbnRUXodkDGelHk=,reputation,1,4,yes,yes,no,4,3,4,1,1,4
LQhc3xOUCJESjiK0mmDZ+xrVqKf+Xe10nwCd0/I/hEA=,BimDCrX7kyi+n0bKo8bL7+gpyWjaDyl0qfY28YqRyYc=,home,2,4,yes,yes,no,3,1,2,1,1,1
zWf8Iyp9PEQUaeybjeQ21zU7fiaxXOiFaBIwU727D8Q=,8Kgi9BoJR7FyH9T6i3qs9iP9ySyz2Chmd1d49YZqEJg=,reputation,2,1,yes,yes,no,3,3,3,1,1,4
/SJwcQCIPOSkxTG3pCEgsslokvov3zLZjamI4IQcpCI=,m6h7toAHlqrycQ/i7nWWRq6HDnMW8WA6IX3f9+kNy90=,course,1,2,no,yes,yes,4,3,5,1,1,5
xNfM75kcrSJJByQh/TvoTXv44R7tTp81tLxIRWdZFsU=,l9GCw+4Nb492wnGYJGKLFacLTuLdIf1+ZSAxmavb9z4=,reputation,1,1,yes,yes,no,5,3,4,1,2,1
6DV/rXDOnDeDZy2bJYi4cWKVqHAvsi6HmsHZMhEoJCs=,i33PRjhN9ikU4v0Qt56BmIgpRZ3kjaQHo032N1/RHsk=,course,1,3,no,yes,no,5,3,5,1,1,3
r/uPgL8FL64+tAHwf7s+d52n2sO5u0Ngpb9gj0JO96s=,xUbACMwMIEYJUdofQfqS+vfLX/el+92y8fcFAd9z8RI=,other,1,1,yes,yes,no,4,5,5,5,5,4
a4qEqn9vhNe/Ty0mEXXQC7wILZoKBdNhmDvHPwdIa+M=,sBOYxSKb3yPSU9NCJZ2tmmY5M12K+ue7ROmLUUoubt4=,other,1,3,yes,yes,yes,4,4,3,1,1,4
62od4a821eJ8XeGbLUDZBpH3MounZcPf2tyMtKQ2FCA=,SEUmPEFTr251PWO8h1wlFGGYXhI05G5t6vSA3/qHTUk=,course,1,1,yes,yes,no,5,3,3,1,1,5
/1ClebwFsUNLrhFk8yLJ0nl8bYF27JoQcUryDTHmLmk=,RybDwc7hC3NTLObyn/ZH0FSetkziiez/Zxkv4VagexU=,home,2,2,no,yes,no,4,3,5,1,1,2
p97VMdvBn0yyhwW3zX41sC6KNUNrFahva5aMgGlTEh8=,NMRFoFrm0lsgmu4WfrzeaXnwwvTc8h/7GxBEnSJVKyE=,course,1,2,yes,yes,no,5,4,4,1,1,1
AnNcqNivgRNEd5e0lgL/A+ke5LLAEAL0yEA3eCGfBBU=,O4YxSF8s+7TElUbnUEuow8FqwcCgc5mYyJbdHLaQtB4=,reputation,1,4,no,yes,no,4,3,3,1,1,4
Pp5LD7yGXy3iEXkE7AK2ZBTpWQ+Bh2b3yfcN1Jwxl7M=,HYeQG5tLmPD45ohWeMi5l0BkWAZvA17WiDTL7LthrRQ=,course,1,4,no,yes,no,5,1,2,1,1,3
SM6Kg+jIea3ppz3cd/D6kjZPqVultfOVZYfST4XJSn8=,Q3DEaZC1ltCaFqbrWz8V3VhOkxOFLRmQyjOSS+4dyhk=,home,1,3,yes,yes,no,5,3,3,1,1,5
ogAzB2DWga2ihOBXPjkKVI19f5CSJRNnyLA5jZEmdzk=,kV4+CYmkHvHrmWU6Bfa2Dk56fU2H36rOXWktpSdamDc=,home,4,4,yes,yes,yes,1,3,5,3,5,1
JcpY3962k4nKtOxaxH4lIYz5mjiH9hKJ4umRpFgj150=,jdBZ8h8BtHV0h8IjVUMwMRtp3U2++evySdXLYRkVaNo=,other,1,3,yes,yes,yes,5,4,5,1,1,4
WReVqycd9IA2l+mFzEr9JikdBnj38b1CKNvdlnDYses=,LFYaP2rYXa2PY7T3JY1ZrUWzoWkB6pRdWEAKJjXqWwE=,course,1,1,yes,yes,no,5,5,3,1,1,4
Op1I4Zgb4ENmtB288O/d/w1SEsbiSWpYMszau5nc/zc=,Wp/KgRR72m9VtvQ1MSQ4C7RFaBFwtsXecVsXCKBIdXg=,reputation,1,3,yes,yes,no,4,1,2,1,1,2
raWXcxw+WVKyzZ1TO5eVKFpJvM82aMkcu/zHGkjZQOA=,ndksDnWIR4HB9oJsnNgZdEyT8jzKwy/BtWwgdWd6a3c=,home,1,2,yes,yes,no,3,1,2,1,1,5
ufX9by0MYoGOd7438IXXKjk4ASLpZ2JK8Gcxw4rqvNY=,lJ+s4pyOvvl74HHirI6/QF3xY3ps2udjSJIEZ5ANLG8=,course,1,1,no,yes,no,3,5,2,1,1,3
rxtWltdKT10dYM17Q9vkaxEq/RRsEsXjZrkH2XAfVhA=,DtJzJ7V86Y8zjDAbA6mEkAZepKN3oDBWu8p2IwpGBec=,reputation,1,2,yes,yes,yes,5,4,2,1,1,5
0lfNiJioWI3cWlbkojMOSaoexLTi3FVDAFHWfAeOH2Q=,qGqKBe3SKkdhhYb+Uih12aBZpXy1ltLpFxtr2ErF+4w=,course,1,2,yes,yes,no,5,4,4,1,2,5
PC7J2KoK1KPxmXgJA59eq3YktryNbcowvYPlyBZX7TQ=,qbRxagCtCnZL+QxVHM6Qk1R1SSygfBK0howVGlSLa9Y=,reputation,2,2,yes,yes,no,4,4,3,1,1,2
NPpfeSNbHhNApnG1EX8zRoEj8/L1CZFmlc2/AMRMF9M=,qvXBJju+zoeCF+hJwC8T5GbPL7Mi3FSRp+HpNVNFg6E=,home,2,1,yes,yes,no,5,4,2,1,1,5
f3bLM9g5x0lpxzeAzIqMFTS5BmPMMvCE9Y+c9amV6rA=,YW+W/W/Z4AOqoJC3JD27JDka/hyjf/kgudv9ZcQDihY=,course,3,2,yes,yes,no,5,2,4,1,4,5
u9GpVUa86kcofYxXaHoslNfwCrYOQwagljbn8DQsghM=,6oG7SwtxZfgeThdPm/Hu+/6TaoIyCIBCXJulSaJopbQ=,reputation,1,1,no,yes,no,3,4,3,1,2,4
yZWclbSUvke/AK4dm/NAS/u2t3V9NDg5+GSe8TcLBOQ=,MnK1DEqswp9teSTHex+U7Os0/GJqbLtARBbdMrgMKpg=,course,1,2,no,yes,no,3,2,3,1,2,1
jqHO85DaIem2TVQw5BlhTWd5JqwNesO8B0IUHo2xgNw=,RErP3tEs8n3AOKONReNmXsziWtLF3zwGk5ZbCRssSqA=,home,1,4,yes,yes,no,5,5,4,1,2,5
